,index,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
4474,84091,gdb_84092,CC1C=C(C)C(O)C1O,2.32159,1.46069,1.10609,2.4787,80.48,-0.2491,0.0081,0.2572,1195.5619,0.182049,-424.245082,-424.235558,-424.234614,-424.278887,36.452
4475,73082,gdb_73083,CC12CCC1C=CCC2,2.34164,1.67431,1.30743,0.1844,90.26,-0.2325,0.0295,0.2621,1111.6301,0.208018,-351.171062,-351.162788,-351.161844,-351.203278,33.933
4476,80716,gdb_80717,CC1C2CC(CC#C)C12,3.3112,1.00298,0.92357,0.947,88.21,-0.2459,0.0578,0.3038,1362.5099,0.181758,-349.891512,-349.882379,-349.881435,-349.925473,35.26
4477,32027,gdb_32028,CNc1cncc(=O)o1,2.88395,1.43331,0.96386,5.5828,77.66,-0.2082,-0.0554,0.1527,1157.8958,0.112675,-453.991531,-453.983213,-453.982269,-454.02508,29.732
4478,107800,gdb_107801,COC12CN3C(C13)C2C,2.49954,1.67105,1.29967,2.0193,77.72,-0.2234,0.0719,0.2953,1062.6964,0.170269,-403.06878,-403.06022,-403.059275,-403.102081,32.628
4479,56746,gdb_56747,NC(C#N)C12CC(C1)N2,2.86057,1.37231,1.1176,4.5016,76.02,-0.2537,0.0206,0.2742,1117.5096,0.14946,-398.061084,-398.052821,-398.051877,-398.094202,31.33
4480,15747,gdb_15748,C1CN1C(=O)NC=N,5.52992,1.17184,1.00797,2.3065,67.49,-0.254,-0.0083,0.2457,1127.0371,0.119771,-395.993204,-395.985344,-395.9844,-396.026183,27.579
4481,47312,gdb_47313,C1CNC(=O)OCC1=O,3.17383,1.32285,0.99531,3.7167,65.71,-0.2518,-0.037,0.2147,1131.7899,0.125222,-475.075218,-475.0671,-475.066155,-475.109134,29.52
4482,111381,gdb_111382,OCC1C2CC2C1C#N,2.2097,1.64493,1.13964,4.0621,74.82,-0.2625,0.0186,0.2811,1098.6596,0.148439,-401.927298,-401.918916,-401.917972,-401.960396,31.64
4483,77523,gdb_77524,CC1C2(C)CC1(C)OC2,2.31198,1.70523,1.24513,1.6263,85.4,-0.2293,0.0797,0.309,1135.5244,0.204938,-388.288999,-388.27976,-388.278816,-388.321922,36.732
4484,68029,gdb_68030,OC12CC(O)(C1)C1CC21,2.56218,1.77634,1.32643,1.8926,74.0,-0.2419,0.073,0.3149,999.7825,0.159704,-422.982557,-422.974961,-422.974017,-423.013786,32.275
4485,12129,gdb_12130,CC12OC1C1(C)OC21,4.32563,1.67622,1.64946,3.3599,64.46,-0.2432,0.0527,0.2959,867.9352,0.127477,-383.656991,-383.649461,-383.648517,-383.688288,28.799
4486,29531,gdb_29532,c1c(c2c(o1)OCO2)N,3.25897,1.63388,1.10171,1.6853,64.04,-0.1791,0.0315,0.2106,1015.0961,0.102295,-473.793883,-473.786517,-473.785573,-473.825598,27.857
4487,28488,gdb_28489,Cc1c(cnc(n1)C)N,3.0603,1.39173,0.96908,3.2668,84.25,-0.2156,-0.0228,0.1928,1215.5624,0.148152,-398.202353,-398.193361,-398.192417,-398.236716,33.164
4488,114509,gdb_114510,OCC1OC2CC(=O)C12,2.76105,1.34548,1.08511,2.6689,68.42,-0.2534,-0.036,0.2174,1124.1388,0.135027,-458.936856,-458.928708,-458.927763,-458.970193,30.405
4489,116071,gdb_116072,CCC1CCOC(=N)C1,2.67493,1.13201,0.84021,3.2455,84.18,-0.2531,0.0249,0.278,1420.2195,0.195703,-404.380296,-404.371155,-404.370211,-404.414464,34.574
4490,49868,gdb_49869,N=C1CC(C=O)C(=O)O1,2.48507,1.47737,1.00898,1.9394,64.3,-0.2805,-0.0547,0.2258,1111.0672,0.100378,-473.886112,-473.878292,-473.877348,-473.919758,27.778
4491,90837,gdb_90838,CC1OC2C3C4OC13C24,3.21538,1.89687,1.48079,0.874,70.83,-0.2352,0.0611,0.2963,901.225,0.136098,-421.702092,-421.695461,-421.694517,-421.732772,27.516
4492,118445,gdb_118446,C[NH2+]CC(CO)C([O-])=O,2.6731,1.00779,0.77031,6.2961,72.52,-0.2562,0.0134,0.2696,1484.396,0.171101,-477.452168,-477.442491,-477.441547,-477.487178,35.0
4493,95649,gdb_95650,CC1OCOC(=O)C1C,2.39987,1.58311,1.11259,3.6443,71.37,-0.2632,0.007,0.2703,1128.2888,0.159381,-460.20751,-460.19876,-460.197816,-460.24095,32.632
4494,105575,gdb_105576,COC1(COC1=N)C#N,2.05728,1.56663,1.34583,2.9423,67.14,-0.2827,-0.0255,0.2572,1040.3049,0.111312,-453.928737,-453.919989,-453.919045,-453.962454,30.73
4495,10879,gdb_10880,CC1C2CC1(C)C2O,2.62966,1.91635,1.65458,1.566,75.3,-0.2466,0.0736,0.3202,933.1446,0.176303,-348.960266,-348.951875,-348.95093,-348.992354,32.518
4496,57106,gdb_57107,NC(C#N)C1OCCO1,2.53798,1.41618,1.20522,2.3206,67.77,-0.2668,0.028,0.2947,1090.1624,0.137184,-455.146751,-455.138075,-455.137131,-455.180708,31.011
4497,3892,gdb_3893,c1c[nH]ncc1=O,5.82783,2.78506,1.88448,5.3011,55.5,-0.228,-0.0402,0.1878,610.7104,0.081491,-339.459612,-339.454352,-339.453408,-339.488597,19.748
4498,96704,gdb_96705,CC(C)NC(=NC)C#N,2.55827,0.97673,0.79403,3.0479,86.2,-0.2363,-0.0354,0.2009,1522.9624,0.168676,-399.351453,-399.340576,-399.339632,-399.387697,38.225
4499,87156,gdb_87157,CC1CC1(C)C1CCC1,3.12805,1.04101,0.91289,0.1476,93.07,-0.2499,0.0861,0.3359,1438.674,0.228673,-352.341165,-352.331248,-352.330303,-352.375685,38.292
4500,121417,gdb_121418,OCCC1COCCO1,4.16898,0.80844,0.71201,1.539,75.52,-0.2351,0.0788,0.3139,1588.1146,0.183168,-461.35338,-461.344196,-461.343251,-461.387856,34.009
4501,123702,gdb_123703,C1C2OC3=C(ON=N3)C12,4.18045,1.65549,1.29488,4.8778,64.14,-0.2314,-0.0458,0.1855,897.6785,0.090332,-452.679213,-452.673123,-452.672179,-452.709568,24.238
4502,18830,gdb_18831,NC1=NC2C3OC1C23,4.50804,2.274,1.88607,1.8368,61.39,-0.214,0.0122,0.2261,709.243,0.109539,-378.675315,-378.669508,-378.668564,-378.704838,23.861
4503,42404,gdb_42405,C1CC1C(=O)NC2CC2,5.04633,0.80687,0.76897,3.2502,81.76,-0.2395,0.0312,0.2707,1554.6379,0.171079,-403.155389,-403.146198,-403.145253,-403.190538,33.832
4504,95880,gdb_95881,CC1COCC(C1)C=O,2.17988,1.45556,1.08719,2.4977,78.47,-0.2493,-0.0223,0.227,1207.7503,0.182678,-424.250785,-424.241883,-424.240939,-424.284398,33.613
4505,104784,gdb_104785,CCC1(CN2CC12)OC,2.37837,1.41581,1.1385,2.3769,81.44,-0.2302,0.0781,0.3083,1204.8409,0.193101,-404.289913,-404.280488,-404.279544,-404.323815,35.769
4506,32345,gdb_32346,CNC1=COC(=N)C=C1,4.73408,1.0314,0.85262,4.5438,83.3,-0.1885,-0.0397,0.1488,1323.2501,0.137369,-418.028137,-418.019967,-418.019023,-418.060902,31.14
4507,121995,gdb_121996,OCCCC(O)CC=O,5.4765,0.50045,0.47853,4.0676,76.96,-0.2439,-0.0209,0.223,2229.2223,0.178789,-461.363128,-461.351904,-461.35096,-461.401118,38.452
4508,5668,gdb_5669,c1c[nH]c2c1nc[nH]2,5.36215,2.24199,1.58097,5.1094,64.92,-0.1877,0.0338,0.2215,737.0968,0.099479,-357.681193,-357.675129,-357.674184,-357.711056,23.473
4509,24187,gdb_24188,C1C2C=CC3=CN=C1N23,3.02049,2.49163,1.55117,3.2321,77.22,-0.1937,-0.0431,0.1506,815.701,0.116288,-379.617964,-379.612172,-379.611228,-379.647802,24.06
4510,132433,gdb_132434,CC1=NC=C(F)C(=N)N1,3.1924,1.37124,0.965,2.2725,73.88,-0.216,-0.0369,0.1791,1142.2042,0.113714,-458.143022,-458.135224,-458.13428,-458.175541,29.13
4511,8854,gdb_8855,CC(CO)C(=O)C#C,3.94984,1.22159,1.02957,1.4766,67.85,-0.2627,-0.0582,0.2045,1127.8875,0.126961,-383.71415,-383.704768,-383.703824,-383.748578,32.656
4512,9482,gdb_9483,CC1CCC1(N)C#N,2.858,1.68688,1.5055,4.475,72.19,-0.2556,0.0284,0.284,951.442,0.15404,-343.985744,-343.97726,-343.976315,-344.018271,31.726
4513,46120,gdb_46121,O=C1COC(CC#C)C1,4.20237,0.94202,0.8783,1.564,73.95,-0.2484,-0.0299,0.2185,1320.5329,0.134057,-421.812077,-421.803398,-421.802454,-421.846188,31.967
4514,14940,gdb_14941,C1CN(CC=C1)C=O,4.10667,1.6078,1.26748,3.8253,71.47,-0.2394,0.0148,0.2542,959.6404,0.14447,-363.90276,-363.895568,-363.894623,-363.934522,26.949
4515,53368,gdb_53369,CC#CC1OCC(=N)O1,3.37255,0.93642,0.86194,2.8189,74.79,-0.2624,0.0172,0.2796,1398.7109,0.123413,-437.868838,-437.85989,-437.858946,-437.906252,30.803
4516,118362,gdb_118363,OCCC(C=O)C1CN1,2.80277,0.88291,0.73068,2.2059,75.93,-0.25,-0.0418,0.2082,1559.5578,0.168899,-440.249908,-440.239736,-440.238791,-440.286379,35.518
4517,115447,gdb_115448,CCC1CCN(C1)C=O,3.91895,0.85717,0.73203,4.4188,84.34,-0.2349,0.0306,0.2655,1580.5106,0.19532,-404.397074,-404.387548,-404.386604,-404.432277,34.61
4518,31821,gdb_31822,Cc1ccc(cc1)NC,4.73976,0.96129,0.80904,1.5077,93.97,-0.1853,0.0116,0.1969,1454.6287,0.172206,-366.083376,-366.074244,-366.0733,-366.117862,34.017
4519,118454,gdb_118455,COCC(OC)C(C)=O,1.75783,1.47571,1.06986,2.3653,75.7,-0.2357,-0.0133,0.2224,1276.8863,0.178383,-461.355065,-461.344013,-461.343069,-461.391621,38.185
4520,77366,gdb_77367,CC12C3CC(C)(C13)C2O,2.45135,1.61951,1.33292,1.5525,82.2,-0.2449,0.078,0.3229,1086.9099,0.181569,-387.054693,-387.045811,-387.044866,-387.087376,35.089
4521,117345,gdb_117346,CCOC(=O)CN(C)C,4.07798,0.75086,0.6983,1.868,80.76,-0.2136,0.0175,0.2311,1736.0804,0.191442,-441.507025,-441.496087,-441.495143,-441.544243,38.271
4522,89939,gdb_89940,CN1CC2(CCC12)C#N,2.62794,1.39856,1.10212,3.7215,81.54,-0.2273,0.0179,0.2452,1160.6362,0.159794,-382.046619,-382.038152,-382.037208,-382.079747,31.935
4523,8545,gdb_8546,CC12CC3CN(C1)C23,3.90193,2.20861,1.81692,1.5887,74.16,-0.2026,0.0814,0.284,806.7524,0.167399,-327.869181,-327.86257,-327.861626,-327.899365,27.286
4524,17343,gdb_17344,OC12CC1OC1CC21,3.56729,2.1774,1.8092,1.377,62.81,-0.2254,0.0762,0.3016,772.4578,0.130779,-383.693067,-383.686544,-383.6856,-383.723218,26.817
4525,117348,gdb_117349,CC(C)OC(=O)CNC,3.68666,0.77314,0.72162,1.7988,79.9,-0.2227,0.0177,0.2405,1699.6055,0.191688,-441.520498,-441.509404,-441.508459,-441.557777,38.875
4526,112381,gdb_112382,COC1CC(=O)CC1=O,2.62596,1.3262,1.0374,1.8747,69.35,-0.2393,-0.0468,0.1925,1170.5619,0.133557,-458.995908,-458.986972,-458.986028,-459.030712,31.84
4527,82529,gdb_82530,CC1C2CC3(CO3)C12C,2.20697,1.61445,1.36585,1.8591,82.89,-0.2515,0.0835,0.335,1098.1355,0.181282,-387.048361,-387.039385,-387.038441,-387.081469,34.704
4528,98143,gdb_98144,CCC(=O)C(C#C)C#N,2.27945,1.22992,0.83143,2.2164,75.92,-0.2708,-0.0396,0.2312,1350.7448,0.120209,-400.739444,-400.729415,-400.72847,-400.775645,34.618
4529,25310,gdb_25311,c1c[nH]c(c1C#N)C=O,2.3356,1.58038,0.94258,5.0457,76.84,-0.2572,-0.0792,0.178,1129.521,0.091391,-415.682565,-415.675215,-415.674271,-415.714781,26.755
4530,104255,gdb_104256,CCC1(O)CCC1C#C,2.16589,1.29466,1.08146,1.7879,84.66,-0.2519,0.0491,0.301,1260.9637,0.179837,-387.053308,-387.043262,-387.042317,-387.08785,38.041
4531,20568,gdb_20569,CC(O)C1=CON=C1,4.5928,1.47302,1.19997,4.1728,62.4,-0.2529,-0.0072,0.2457,974.3369,0.118648,-399.789263,-399.781681,-399.780737,-399.821783,27.371
4532,73138,gdb_73139,OC12CCC1OC1CC21,2.42887,1.80222,1.55752,1.0408,73.15,-0.2297,0.0762,0.3059,960.1951,0.160127,-422.997806,-422.990356,-422.989412,-423.029215,30.822
4533,85404,gdb_85405,CC1CC(=O)NC(N)=N1,1.92052,1.76171,0.95199,2.6308,75.81,-0.236,-0.0023,0.2337,1214.6587,0.149482,-435.337244,-435.328753,-435.327809,-435.370178,32.732
4534,76300,gdb_76301,CC1C(C)C(C#C)C1O,1.80803,1.71479,1.23756,1.4574,83.46,-0.2489,0.0382,0.2871,1150.8826,0.180357,-387.052575,-387.042612,-387.041668,-387.08675,37.872
4535,64363,gdb_64364,CC1(CCOC12CC2)C,2.00468,1.82128,1.36557,1.4328,84.55,-0.226,0.0765,0.3024,1105.909,0.20522,-388.290484,-388.281163,-388.280219,-388.324175,36.533
4536,122685,gdb_122686,OCCCC1COCO1,5.18966,0.62945,0.58933,2.49,75.32,-0.2526,0.0786,0.3313,1871.2924,0.182317,-461.354579,-461.344772,-461.343827,-461.390952,34.258
4537,79937,gdb_79938,OC1C2C=C3COC3C12,2.9015,1.78861,1.60296,1.8364,72.91,-0.2289,-0.0093,0.2196,897.89,0.13789,-421.764391,-421.757597,-421.756653,-421.79526,27.933
4538,26835,gdb_26836,C(=O)c1[nH]c(c(n1)N)N,3.59463,1.11774,0.85689,6.1896,79.9,-0.1991,-0.0437,0.1554,1265.9648,0.113933,-450.167783,-450.159177,-450.158233,-450.201015,31.311
4539,55990,gdb_55991,NC(=O)NC1CNC1=O,3.56912,0.98782,0.82582,2.8064,66.86,-0.2576,0.0236,0.2812,1338.2707,0.125174,-471.26034,-471.251407,-471.250463,-471.295137,31.993
4540,25763,gdb_25764,c1c[nH]c(c1C(=O)N)O,2.89699,1.54537,1.00801,3.2425,70.45,-0.1936,0.0073,0.2009,1093.5349,0.11424,-454.032721,-454.024812,-454.023868,-454.064986,30.331
4541,85443,gdb_85444,CC1NC(=O)OC11CC1,2.55311,1.56136,1.15135,4.8596,72.19,-0.2582,0.0552,0.3134,1097.9276,0.148214,-439.128779,-439.120633,-439.119689,-439.16147,31.479
4542,61962,gdb_61963,CC(CCC#N)OC=N,2.86101,0.7545,0.62108,5.518,79.6,-0.2737,0.0108,0.2845,1745.898,0.157469,-419.228601,-419.21834,-419.217396,-419.26523,35.362
4543,39397,gdb_39398,C1N2CCOC3CC12C3,2.45175,2.14999,1.46966,1.9576,79.31,-0.2225,0.0798,0.3023,951.5518,0.173406,-403.08119,-403.074144,-403.0732,-403.112096,29.755
4544,54908,gdb_54909,CC(=O)N1CC(C1)(C)O,3.46969,0.95263,0.89357,3.819,77.67,-0.2331,0.0339,0.267,1393.4971,0.16817,-440.307821,-440.297585,-440.296641,-440.34387,36.467
4545,12808,gdb_12809,OC12CC1CCC=C2,3.50136,2.00705,1.56487,1.2552,72.5,-0.2236,0.0213,0.2449,864.6115,0.155162,-347.80439,-347.797274,-347.79633,-347.835113,28.913
4546,86772,gdb_86773,OC1CC(CC#N)C1=O,3.9833,0.94183,0.81464,4.3914,69.84,-0.2661,-0.0439,0.2222,1348.8921,0.122791,-437.898807,-437.889781,-437.888837,-437.933449,31.775
4547,89324,gdb_89325,CC12CC1(C#N)C(O)C2,1.97414,1.74435,1.20094,5.4891,78.24,-0.2576,0.0217,0.2792,1100.1933,0.14672,-401.940185,-401.931279,-401.930335,-401.973529,33.417
4548,34922,gdb_34923,N#CC1C2NC2C2OC12,2.99658,1.64568,1.31929,6.3356,68.0,-0.2611,0.0356,0.2967,951.9762,0.114464,-416.767633,-416.7608,-416.759855,-416.799049,26.579
4549,85238,gdb_85239,CC1OC(=N)C2(C)NC12,2.6856,1.60696,1.15254,3.5133,77.48,-0.244,0.0233,0.2673,1108.5809,0.159818,-419.21384,-419.205321,-419.204376,-419.246597,32.752
4550,119250,gdb_119251,COCC1(CC=O)CN1,1.72568,1.49793,0.90956,4.076,77.06,-0.2327,-0.0042,0.2285,1332.1693,0.168444,-440.252966,-440.242917,-440.241973,-440.289033,35.248
4551,90533,gdb_90534,CC1OC2C(OC12)C#C,4.60603,1.08463,1.00056,1.1763,75.03,-0.2522,0.0145,0.2667,1205.3208,0.134223,-421.747221,-421.73897,-421.738026,-421.780177,31.128
4552,40544,gdb_40545,C1CC1C1=CCC2NC12,3.71117,1.17088,1.00006,1.425,85.17,-0.2211,0.0204,0.2415,1243.5001,0.173,-365.980961,-365.973145,-365.972201,-366.013787,30.94
4553,44211,gdb_44212,O=C1OC2C1C21CCC1,4.13551,1.15963,1.11435,4.455,72.91,-0.2715,0.0014,0.2729,1129.6717,0.136251,-421.809273,-421.801846,-421.800901,-421.84147,28.662
4554,61734,gdb_61735,CC(OC=N)C#CC=O,2.67077,0.74487,0.60062,2.0361,79.7,-0.2766,-0.0737,0.2029,1766.3488,0.120758,-437.854421,-437.844227,-437.843283,-437.891741,33.502
4555,38821,gdb_38822,C1C2NC22CN=COC12,3.08008,1.82554,1.3104,2.2553,72.31,-0.246,0.0266,0.2726,951.1381,0.139006,-417.973041,-417.966252,-417.965308,-418.004261,27.058
4556,27951,gdb_27952,Cc1ccnc(n1)C=O,2.94375,1.37507,0.9427,4.6413,76.5,-0.2563,-0.0777,0.1786,1183.062,0.112955,-416.876132,-416.868114,-416.86717,-416.909921,28.224
4557,55324,gdb_55325,CC(=O)N1CCC1C#N,2.48936,1.34385,0.96726,6.284,74.69,-0.2571,0.009,0.2661,1220.7943,0.135175,-418.037002,-418.027708,-418.026764,-418.072286,31.891
4558,47554,gdb_47555,O=C1CCCC2CN2C1,2.45361,1.60863,1.09364,3.818,79.25,-0.2321,-0.0181,0.214,1133.2957,0.172954,-403.144783,-403.136886,-403.135942,-403.177187,31.185
4559,86464,gdb_86465,CC1CC(O)CC(C)O1,1.77878,1.55877,0.88587,1.6427,82.84,-0.2464,0.0793,0.3256,1374.4281,0.205317,-425.451335,-425.441669,-425.440725,-425.485178,37.421
4560,69963,gdb_69964,CC12CCN1C1CC21O,2.48693,1.85721,1.3801,2.4227,78.03,-0.209,0.0711,0.2801,1008.9233,0.170497,-403.078379,-403.07017,-403.069226,-403.110327,33.325
4561,25699,gdb_25700,CC#Cc1cocc1C,3.39564,0.96316,0.75739,1.1073,87.37,-0.2108,0.0029,0.2137,1484.9819,0.134926,-384.707983,-384.698647,-384.697703,-384.744452,32.556
4562,20490,gdb_20491,c1c2c(n[nH]1)COC2,5.01238,2.02383,1.4683,3.0317,63.1,-0.2319,0.0117,0.2436,795.2331,0.110836,-378.728035,-378.72185,-378.720906,-378.759025,22.908
4563,79368,gdb_79369,CC1C2C3CC2(C#N)N13,3.09099,1.47389,1.14562,4.4773,78.29,-0.253,0.0023,0.2553,1079.6207,0.136394,-380.788873,-380.781315,-380.780371,-380.820774,29.375
4564,106314,gdb_106315,CC1N2C(C)CC12CO,2.65763,1.25548,1.07825,2.5788,82.37,-0.2285,0.0774,0.3059,1250.4039,0.193996,-404.304874,-404.295453,-404.294508,-404.338517,36.277
4565,12292,gdb_12293,N=C1NCC=CC1=O,3.2455,2.32619,1.36659,5.2941,67.73,-0.229,-0.0736,0.1555,844.6567,0.109349,-378.758069,-378.751095,-378.75015,-378.790635,25.396
4566,14109,gdb_14110,CC(=O)C12CC1OC2,3.87553,1.74506,1.35894,1.8846,65.84,-0.2439,-0.0206,0.2233,908.5206,0.12905,-383.715667,-383.708041,-383.707097,-383.747879,28.013
4567,77715,gdb_77716,OC1C23CCC12N=CN3,2.86356,1.71085,1.59359,1.689,71.39,-0.2108,0.0219,0.2327,914.4229,0.137209,-417.95498,-417.947328,-417.946384,-417.986602,30.075
4568,41877,gdb_41878,C1CC2CC=CCCC12,2.78812,1.45983,1.06363,0.2753,90.24,-0.233,0.0289,0.2618,1204.6206,0.209113,-351.161327,-351.153257,-351.152313,-351.193934,32.721
4569,44357,gdb_44358,N=C1CC2OC3C(O1)C23,3.36866,1.71347,1.42986,3.8564,68.93,-0.2371,0.0274,0.2645,914.3612,0.126381,-437.851726,-437.845188,-437.844243,-437.882791,26.377
4570,51991,gdb_51992,N=COC(=O)COC=O,6.87308,0.67767,0.63175,3.3823,63.14,-0.2885,-0.045,0.2435,1642.9675,0.098141,-511.00043,-510.991237,-510.990293,-511.036188,30.145
4571,12168,gdb_12169,OC1C(OC1=N)C#C,3.8287,1.54049,1.19585,1.6869,62.98,-0.2689,0.001,0.2699,956.8018,0.093577,-398.548468,-398.540643,-398.539699,-398.580903,27.972
4572,132985,gdb_132986,Cn1cnc(nc1=O)F,3.45444,1.42452,1.01497,5.2499,62.19,-0.2772,-0.0646,0.2126,1056.0195,0.090266,-494.104884,-494.097572,-494.096628,-494.137133,26.215
4573,11756,gdb_11757,OCC12CC(O)C1N2,5.19462,1.28618,1.2116,2.2965,64.23,-0.249,0.0642,0.3132,1016.0528,0.14242,-400.945989,-400.938067,-400.937123,-400.978473,29.574
4574,35963,gdb_35964,C#CC1CCOCOC1,3.13863,1.1871,0.91926,1.8475,77.55,-0.2578,0.0485,0.3063,1259.6197,0.159857,-422.986056,-422.977483,-422.976539,-423.019412,32.468
4575,65056,gdb_65057,CC1(CO1)C1(CO1)C#C,2.3346,1.50396,1.24794,2.523,73.97,-0.262,0.0181,0.2801,1080.6934,0.132144,-421.745993,-421.736936,-421.735992,-421.779716,33.773
4576,117492,gdb_117493,CCOC(=NC)C1CN1,1.83755,1.31243,0.82226,1.2964,83.81,-0.2393,0.021,0.2603,1468.7353,0.181527,-420.385071,-420.374713,-420.373769,-420.421563,36.237
4577,64770,gdb_64771,CC1(OCCO1)CC#C,2.32598,1.55158,1.20816,0.9377,75.98,-0.2455,0.0514,0.2969,1113.0575,0.157032,-423.000864,-422.991596,-422.990652,-423.034953,34.489
4578,14451,gdb_14452,CC12CC3C1CCC23,3.12815,2.34013,1.93213,0.2163,78.48,-0.2748,0.0914,0.3662,821.3929,0.179413,-311.84728,-311.840487,-311.839543,-311.877724,27.996
4579,36927,gdb_36928,C1CCC(C1)CC2CC2,4.19757,0.76651,0.71927,0.1045,92.79,-0.2694,0.0832,0.3526,1707.715,0.230982,-352.364478,-352.354963,-352.354019,-352.401159,35.716
4580,93598,gdb_93599,OC1COC(=NC1)C#C,5.02237,0.99534,0.85551,2.4499,75.35,-0.2524,-0.0243,0.2281,1289.8329,0.123759,-437.854223,-437.84576,-437.844816,-437.887287,31.479
4581,74486,gdb_74487,C1CC12CC(=O)C(=N2)N,3.29973,1.30712,1.01849,0.863,78.58,-0.2247,-0.0537,0.171,1160.8359,0.13655,-418.039656,-418.031584,-418.030639,-418.072175,31.559
4582,17440,gdb_17441,CC12CC1C1C(O)C21,3.86476,1.74401,1.65282,1.4202,71.5,-0.2008,0.0751,0.2759,877.4594,0.153227,-347.725352,-347.717856,-347.716912,-347.756486,29.886
4583,88540,gdb_88541,CC1CC1C12CC1CC2,3.24372,1.12668,1.05481,0.2905,89.93,-0.232,0.0897,0.3217,1290.3489,0.206363,-351.117775,-351.10888,-351.107935,-351.151572,34.912
4584,9782,gdb_9783,CC(C#N)C1(C)CN1,2.90367,1.85461,1.33087,3.3045,71.33,-0.2539,0.025,0.2789,966.2338,0.153213,-343.980459,-343.971753,-343.970809,-344.01357,31.94
4585,27240,gdb_27241,OC1=C2CCN2C(=O)O1,2.21401,2.01084,1.07743,3.8276,65.15,-0.1955,0.032,0.2275,1035.3256,0.101515,-473.831114,-473.823539,-473.822595,-473.863524,27.687
4586,14270,gdb_14271,C1C2CC1CCCC2,2.70629,2.39452,1.69658,0.032,80.37,-0.2785,0.0783,0.3568,888.8628,0.204909,-313.078706,-313.071879,-313.070935,-313.109091,29.001
4587,93349,gdb_93350,OC1CNC(=O)C1C=O,2.25965,1.73424,1.10332,3.4441,65.31,-0.2542,-0.0418,0.2125,1062.9671,0.124861,-475.073538,-475.065418,-475.064474,-475.106556,29.999
4588,27192,gdb_27193,OC1=C2C3CC3N2C=N1,3.53703,1.59208,1.2205,2.8133,72.3,-0.1956,0.0117,0.2073,980.285,0.115065,-416.772226,-416.765593,-416.764649,-416.803208,26.507
4589,91948,gdb_91949,CC1CC2OC2C11CC1,2.35232,1.70377,1.36454,1.8337,81.43,-0.2537,0.0849,0.3386,1061.1614,0.183483,-387.076134,-387.06806,-387.067116,-387.10827,32.641
4590,83447,gdb_83448,CC1N2CCC12CC#N,3.54515,1.11646,0.98873,4.5955,79.36,-0.2404,0.0328,0.2732,1243.9461,0.159467,-382.044924,-382.036166,-382.035221,-382.078598,32.713
4591,4789,gdb_4790,CNc1[nH]cc(n1)O,6.45564,1.30306,1.10156,3.6378,64.53,-0.1712,0.0591,0.2304,1037.3392,0.120237,-396.013551,-396.005634,-396.00469,-396.04575,29.007
4592,60906,gdb_60907,OC(C=O)C12CCC1N2,3.56842,1.1143,1.04362,3.5897,72.83,-0.253,-0.0335,0.2195,1198.2761,0.146817,-439.045282,-439.036741,-439.035797,-439.079031,31.728
4593,63464,gdb_63465,CC1(C)OC1(C)C1CC1,2.64911,1.34275,1.04175,1.6938,85.93,-0.2555,0.0875,0.343,1267.2723,0.202607,-388.275487,-388.265075,-388.264131,-388.310446,39.1
4594,72236,gdb_72237,CC12OCC3CC1(O)C23,2.4893,1.98308,1.35747,0.4396,74.45,-0.2165,0.0726,0.2891,985.5743,0.159378,-422.999164,-422.991256,-422.990312,-423.030908,31.784
4595,54769,gdb_54770,[NH3+]C12CN(C1)C2C([O-])=O,2.73282,1.56511,1.18482,6.7504,68.86,-0.2544,0.0096,0.264,1042.9606,0.137359,-455.09,-455.082253,-455.081308,-455.122417,30.135
4596,3385,gdb_3386,CCC1C2COC12,5.57144,1.87779,1.80665,1.5961,63.72,-0.232,0.0791,0.3111,785.392,0.1487,-309.673226,-309.666359,-309.665415,-309.7042,25.642
4597,128727,gdb_128728,COC1=NOC=CC1=N,2.64272,1.64077,1.01877,1.8423,73.83,-0.2322,-0.0418,0.1904,1107.1903,0.113054,-453.913283,-453.905499,-453.904555,-453.945781,28.845
4598,24119,gdb_24120,C(C1CN1)C1=NC=CN1,5.06872,0.98289,0.85343,2.3395,77.84,-0.216,0.0328,0.2488,1332.166,0.151067,-398.141458,-398.13367,-398.132725,-398.174446,29.451
4599,67706,gdb_67707,CC12C3COC1CCN23,2.26432,1.95312,1.71042,0.4384,77.18,-0.2293,0.0886,0.3179,951.6128,0.173314,-403.141284,-403.133788,-403.132844,-403.172945,30.078
4600,96752,gdb_96753,CN=C(C#N)NCC=O,3.06894,0.95859,0.7668,1.7757,75.7,-0.249,-0.0521,0.1969,1422.8873,0.121721,-434.079284,-434.069291,-434.068346,-434.1152,33.721
4601,30423,gdb_30424,CN=c1[nH]c(c(o1)N)N,3.32117,1.17009,0.87695,3.3966,75.85,-0.1739,0.0529,0.2268,1299.2463,0.136492,-451.336435,-451.32702,-451.326075,-451.371005,34.264
4602,32057,gdb_32058,c1cnc(=O)oc1CO,3.77351,1.15688,0.89415,5.1656,67.76,-0.2598,-0.0766,0.1832,1202.9519,0.100907,-473.869796,-473.861975,-473.861031,-473.902809,28.221
4603,105102,gdb_105103,CCC1(CN1)C1CCO1,2.72149,1.16343,1.00813,1.5744,81.86,-0.2395,0.0728,0.3122,1310.5982,0.194534,-404.303259,-404.293899,-404.292955,-404.338098,34.811
